ordinal;breakdown;lane;rank;heat;points;scoredisplay;time;workoutrank;competitorid;Number of Records
12;;0;CUT;0;0;;;CUT;542883;1
1;12 pts;36;63;2;12;CAP+8;CAP+8;63;8325;1
2;62 pts;7;20;1;62;06:43,5;06:43,5;20;8325;1
3;42 pts;46;30;1;42;27:00,2;27:00,2;30;8325;1
4;;0;CUT;0;0;;;CUT;8325;1
5;;0;CUT;0;0;;;CUT;8325;1
6;;0;CUT;0;0;;;CUT;8325;1
7;;0;CUT;0;0;;;CUT;8325;1
8;;0;CUT;0;0;;;CUT;8325;1
9;;0;CUT;0;0;;;CUT;8325;1
10;;0;CUT;0;0;;;CUT;8325;1
11;;0;CUT;0;0;;;CUT;8325;1
12;;0;CUT;0;0;;;CUT;8325;1
1;10 pts;15;65;2;10;CAP+8;CAP+8;65;250172;1
2;98 pts;6;2;1;98;05:40,6;05:40,6;2;250172;1
3;4 pts;15;49;1;4;30:39,3;30:39,3;49;250172;1
4;;0;CUT;0;0;;;CUT;250172;1
5;;0;CUT;0;0;;;CUT;250172;1
6;;0;CUT;0;0;;;CUT;250172;1
7;;0;CUT;0;0;;;CUT;250172;1
8;;0;CUT;0;0;;;CUT;250172;1
9;;0;CUT;0;0;;;CUT;250172;1
10;;0;CUT;0;0;;;CUT;250172;1
11;;0;CUT;0;0;;;CUT;250172;1
12;;0;CUT;0;0;;;CUT;250172;1
1;43 pts;29;32;2;43;18:56,4;18:56,4;32;432338;1
2;33 pts;36;42;2;33;07:16,7;07:16,7;42;432338;1
3;32 pts;45;35;1;32;27:18,5;27:18,5;35;432338;1
4;;0;CUT;0;0;;;CUT;432338;1
5;;0;CUT;0;0;;;CUT;432338;1
6;;0;CUT;0;0;;;CUT;432338;1
7;;0;CUT;0;0;;;CUT;432338;1
8;;0;CUT;0;0;;;CUT;432338;1
9;;0;CUT;0;0;;;CUT;432338;1
10;;0;CUT;0;0;;;CUT;432338;1
11;;0;CUT;0;0;;;CUT;432338;1
12;;0;CUT;0;0;;;CUT;432338;1
1;28 pts;4;47;2;28;CAP+2;CAP+2;47;487949;1
2;44 pts;26;31;1;44;07:00,6;07:00,6;31;487949;1
3;28 pts;4;37;1;28;27:41,4;27:41,4;37;487949;1
4;;0;CUT;0;0;;;CUT;487949;1
5;;0;CUT;0;0;;;CUT;487949;1
6;;0;CUT;0;0;;;CUT;487949;1
7;;0;CUT;0;0;;;CUT;487949;1
8;;0;CUT;0;0;;;CUT;487949;1
9;;0;CUT;0;0;;;CUT;487949;1
10;;0;CUT;0;0;;;CUT;487949;1
11;;0;CUT;0;0;;;CUT;487949;1
12;;0;CUT;0;0;;;CUT;487949;1
1;40 pts;35;35;3;40;19:05,7;19:05,7;35;106655;1
2;47 pts;3;28;2;47;06:56,7;06:56,7;28;106655;1
3;12 pts;9;45;1;12;28:37,8;28:37,8;45;106655;1
4;;0;CUT;0;0;;;CUT;106655;1
5;;0;CUT;0;0;;;CUT;106655;1
6;;0;CUT;0;0;;;CUT;106655;1
7;;0;CUT;0;0;;;CUT;106655;1
8;;0;CUT;0;0;;;CUT;106655;1
9;;0;CUT;0;0;;;CUT;106655;1
10;;0;CUT;0;0;;;CUT;106655;1
11;;0;CUT;0;0;;;CUT;106655;1
12;;0;CUT;0;0;;;CUT;106655;1
1;38 pts;16;37;2;38;19:09,1;19:09,1;37;244353;1
2;28 pts;21;47;1;28;07:40,8;07:40,8;47;244353;1
3;26 pts;48;38;1;26;27:41,4;27:41,4;38;244353;1
4;;0;CUT;0;0;;;CUT;244353;1
5;;0;CUT;0;0;;;CUT;244353;1
6;;0;CUT;0;0;;;CUT;244353;1
7;;0;CUT;0;0;;;CUT;244353;1
8;;0;CUT;0;0;;;CUT;244353;1
9;;0;CUT;0;0;;;CUT;244353;1
10;;0;CUT;0;0;;;CUT;244353;1
11;;0;CUT;0;0;;;CUT;244353;1
12;;0;CUT;0;0;;;CUT;244353;1
1;22 pts;26;53;1;22;CAP+7;CAP+7;53;842919;1
2;60 pts;29;21;1;60;06:43,8;06:43,8;21;842919;1
3;8 pts;43;47;1;8;29:58,9;29:58,9;47;842919;1
4;;0;CUT;0;0;;;CUT;842919;1
5;;0;CUT;0;0;;;CUT;842919;1
6;;0;CUT;0;0;;;CUT;842919;1
7;;0;CUT;0;0;;;CUT;842919;1
8;;0;CUT;0;0;;;CUT;842919;1
9;;0;CUT;0;0;;;CUT;842919;1
10;;0;CUT;0;0;;;CUT;842919;1
11;;0;CUT;0;0;;;CUT;842919;1
12;;0;CUT;0;0;;;CUT;842919;1
1;39 pts;27;36;2;39;19:06,2;19:06,2;36;511473;1
2;25 pts;20;50;1;25;07:45,3;07:45,3;50;511473;1
3;22 pts;1;40;1;22;27:56,7;27:56,7;40;511473;1
4;;0;CUT;0;0;;;CUT;511473;1
5;;0;CUT;0;0;;;CUT;511473;1
6;;0;CUT;0;0;;;CUT;511473;1
7;;0;CUT;0;0;;;CUT;511473;1
8;;0;CUT;0;0;;;CUT;511473;1
9;;0;CUT;0;0;;;CUT;511473;1
10;;0;CUT;0;0;;;CUT;511473;1
11;;0;CUT;0;0;;;CUT;511473;1
12;;0;CUT;0;0;;;CUT;511473;1
1;50 pts;23;26;2;50;18:06,0;18:06,0;26;686308;1
2;18 pts;33;57;2;18;08:11,1;08:11,1;57;686308;1
3;6 pts;3;48;1;6;30:29,8;30:29,8;48;686308;1
4;;0;CUT;0;0;;;CUT;686308;1
5;;0;CUT;0;0;;;CUT;686308;1
6;;0;CUT;0;0;;;CUT;686308;1
7;;0;CUT;0;0;;;CUT;686308;1
8;;0;CUT;0;0;;;CUT;686308;1
9;;0;CUT;0;0;;;CUT;686308;1
10;;0;CUT;0;0;;;CUT;686308;1
11;;0;CUT;0;0;;;CUT;686308;1
12;;0;CUT;0;0;;;CUT;686308;1
1;25 pts;44;50;3;25;CAP+4;CAP+4;50;478414;1
2;39 pts;13;36;1;39;07:04,2;07:04,2;36;478414;1
3;2 pts;49;50;1;2;32:14,4;32:14,4;50;478414;1
4;;0;CUT;0;0;;;CUT;478414;1
5;;0;CUT;0;0;;;CUT;478414;1
6;;0;CUT;0;0;;;CUT;478414;1
7;;0;CUT;0;0;;;CUT;478414;1
8;;0;CUT;0;0;;;CUT;478414;1
9;;0;CUT;0;0;;;CUT;478414;1
10;;0;CUT;0;0;;;CUT;478414;1
11;;0;CUT;0;0;;;CUT;478414;1
12;;0;CUT;0;0;;;CUT;478414;1
1;17 pts;10;58;2;17;CAP+8;CAP+8;58;468290;1
2;36 pts;31;39;1;36;07:08,7;07:08,7;39;468290;1
3;;0;CUT;0;0;;;CUT;468290;1
4;;0;CUT;0;0;;;CUT;468290;1
5;;0;CUT;0;0;;;CUT;468290;1
6;;0;CUT;0;0;;;CUT;468290;1
7;;0;CUT;0;0;;;CUT;468290;1
8;;0;CUT;0;0;;;CUT;468290;1
9;;0;CUT;0;0;;;CUT;468290;1
10;;0;CUT;0;0;;;CUT;468290;1
11;;0;CUT;0;0;;;CUT;468290;1
12;;0;CUT;0;0;;;CUT;468290;1
1;30 pts;8;45;2;30;CAP+1;CAP+1;45;677889;1
2;19 pts;25;56;1;19;08:06,1;08:06,1;56;677889;1
3;;0;CUT;0;0;;;CUT;677889;1
4;;0;CUT;0;0;;;CUT;677889;1
5;;0;CUT;0;0;;;CUT;677889;1
6;;0;CUT;0;0;;;CUT;677889;1
7;;0;CUT;0;0;;;CUT;677889;1
8;;0;CUT;0;0;;;CUT;677889;1
9;;0;CUT;0;0;;;CUT;677889;1
10;;0;CUT;0;0;;;CUT;677889;1
11;;0;CUT;0;0;;;CUT;677889;1
12;;0;CUT;0;0;;;CUT;677889;1
1;31 pts;25;44;2;31;19:58,4;19:58,4;44;221436;1
2;17 pts;16;58;1;17;08:16,0;08:16,0;58;221436;1
3;;0;CUT;0;0;;;CUT;221436;1
4;;0;CUT;0;0;;;CUT;221436;1
5;;0;CUT;0;0;;;CUT;221436;1
6;;0;CUT;0;0;;;CUT;221436;1
7;;0;CUT;0;0;;;CUT;221436;1
8;;0;CUT;0;0;;;CUT;221436;1
9;;0;CUT;0;0;;;CUT;221436;1
10;;0;CUT;0;0;;;CUT;221436;1
11;;0;CUT;0;0;;;CUT;221436;1
12;;0;CUT;0;0;;;CUT;221436;1
1;34 pts;22;41;2;34;19:33,3;19:33,3;41;155471;1
2;13 pts;23;62;1;13;08:41,0;08:41,0;62;155471;1
3;;0;CUT;0;0;;;CUT;155471;1
4;;0;CUT;0;0;;;CUT;155471;1
5;;0;CUT;0;0;;;CUT;155471;1
6;;0;CUT;0;0;;;CUT;155471;1
7;;0;CUT;0;0;;;CUT;155471;1
8;;0;CUT;0;0;;;CUT;155471;1
9;;0;CUT;0;0;;;CUT;155471;1
10;;0;CUT;0;0;;;CUT;155471;1
11;;0;CUT;0;0;;;CUT;155471;1
12;;0;CUT;0;0;;;CUT;155471;1
1;8 pts;11;67;2;8;CAP+9;CAP+9;67;286311;1
2;38 pts;5;37;1;38;07:04,4;07:04,4;37;286311;1
3;;0;CUT;0;0;;;CUT;286311;1
4;;0;CUT;0;0;;;CUT;286311;1
5;;0;CUT;0;0;;;CUT;286311;1
6;;0;CUT;0;0;;;CUT;286311;1
7;;0;CUT;0;0;;;CUT;286311;1
8;;0;CUT;0;0;;;CUT;286311;1
9;;0;CUT;0;0;;;CUT;286311;1
10;;0;CUT;0;0;;;CUT;286311;1
11;;0;CUT;0;0;;;CUT;286311;1
12;;0;CUT;0;0;;;CUT;286311;1
1;21 pts;8;54;3;21;CAP+7;CAP+7;54;1325298;1
2;24 pts;11;51;1;24;07:52,2;07:52,2;51;1325298;1
3;;0;CUT;0;0;;;CUT;1325298;1
4;;0;CUT;0;0;;;CUT;1325298;1
5;;0;CUT;0;0;;;CUT;1325298;1
6;;0;CUT;0;0;;;CUT;1325298;1
7;;0;CUT;0;0;;;CUT;1325298;1
8;;0;CUT;0;0;;;CUT;1325298;1
9;;0;CUT;0;0;;;CUT;1325298;1
10;;0;CUT;0;0;;;CUT;1325298;1
11;;0;CUT;0;0;;;CUT;1325298;1
12;;0;CUT;0;0;;;CUT;1325298;1
1;32 pts;19;43;2;32;19:56,3;19:56,3;43;351417;1
2;9 pts;24;66;1;9;09:06,0;09:06,0;66;351417;1
3;;0;CUT;0;0;;;CUT;351417;1
4;;0;CUT;0;0;;;CUT;351417;1
5;;0;CUT;0;0;;;CUT;351417;1
6;;0;CUT;0;0;;;CUT;351417;1
7;;0;CUT;0;0;;;CUT;351417;1
8;;0;CUT;0;0;;;CUT;351417;1
9;;0;CUT;0;0;;;CUT;351417;1
10;;0;CUT;0;0;;;CUT;351417;1
11;;0;CUT;0;0;;;CUT;351417;1
12;;0;CUT;0;0;;;CUT;351417;1
1;24 pts;40;51;2;24;CAP+5;CAP+5;51;1697328;1
2;16 pts;28;59;1;16;08:23,2;08:23,2;59;1697328;1
3;;0;CUT;0;0;;;CUT;1697328;1
4;;0;CUT;0;0;;;CUT;1697328;1
5;;0;CUT;0;0;;;CUT;1697328;1
6;;0;CUT;0;0;;;CUT;1697328;1
7;;0;CUT;0;0;;;CUT;1697328;1
8;;0;CUT;0;0;;;CUT;1697328;1
9;;0;CUT;0;0;;;CUT;1697328;1
10;;0;CUT;0;0;;;CUT;1697328;1
11;;0;CUT;0;0;;;CUT;1697328;1
12;;0;CUT;0;0;;;CUT;1697328;1
1;3 pts;18;72;2;3;CAP+10;CAP+10;72;119313;1
2;32 pts;38;43;1;32;07:24,1;07:24,1;43;119313;1
3;;0;CUT;0;0;;;CUT;119313;1
4;;0;CUT;0;0;;;CUT;119313;1
5;;0;CUT;0;0;;;CUT;119313;1
6;;0;CUT;0;0;;;CUT;119313;1
7;;0;CUT;0;0;;;CUT;119313;1
8;;0;CUT;0;0;;;CUT;119313;1
9;;0;CUT;0;0;;;CUT;119313;1
10;;0;CUT;0;0;;;CUT;119313;1
11;;0;CUT;0;0;;;CUT;119313;1
12;;0;CUT;0;0;;;CUT;119313;1
1;14 pts;24;61T;3;14;CAP+8;CAP+8;61T;514502;1
2;20 pts;33;55;1;20;08:04,0;08:04,0;55;514502;1
3;;0;CUT;0;0;;;CUT;514502;1
4;;0;CUT;0;0;;;CUT;514502;1
5;;0;CUT;0;0;;;CUT;514502;1
6;;0;CUT;0;0;;;CUT;514502;1
7;;0;CUT;0;0;;;CUT;514502;1
8;;0;CUT;0;0;;;CUT;514502;1
9;;0;CUT;0;0;;;CUT;514502;1
10;;0;CUT;0;0;;;CUT;514502;1
11;;0;CUT;0;0;;;CUT;514502;1
12;;0;CUT;0;0;;;CUT;514502;1
1;27 pts;44;48;2;27;CAP+4;CAP+4;48;231921;1
2;6 pts;14;69;1;6;09:32,2;09:32,2;69;231921;1
3;;0;CUT;0;0;;;CUT;231921;1
4;;0;CUT;0;0;;;CUT;231921;1
5;;0;CUT;0;0;;;CUT;231921;1
6;;0;CUT;0;0;;;CUT;231921;1
7;;0;CUT;0;0;;;CUT;231921;1
8;;0;CUT;0;0;;;CUT;231921;1
9;;0;CUT;0;0;;;CUT;231921;1
10;;0;CUT;0;0;;;CUT;231921;1
11;;0;CUT;0;0;;;CUT;231921;1
12;;0;CUT;0;0;;;CUT;231921;1
1;29 pts;1;46;2;29;CAP+2;CAP+2;46;196667;1
2;2 pts;15;73T;1;2;CAP+2;CAP+2;73T;196667;1
3;;0;CUT;0;0;;;CUT;196667;1
4;;0;CUT;0;0;;;CUT;196667;1
5;;0;CUT;0;0;;;CUT;196667;1
6;;0;CUT;0;0;;;CUT;196667;1
7;;0;CUT;0;0;;;CUT;196667;1
8;;0;CUT;0;0;;;CUT;196667;1
9;;0;CUT;0;0;;;CUT;196667;1
10;;0;CUT;0;0;;;CUT;196667;1
11;;0;CUT;0;0;;;CUT;196667;1
12;;0;CUT;0;0;;;CUT;196667;1
1;5 pts;39;70;2;5;CAP+9;CAP+9;70;160128;1
2;26 pts;37;49;1;26;07:44,4;07:44,4;49;160128;1
3;;0;CUT;0;0;;;CUT;160128;1
4;;0;CUT;0;0;;;CUT;160128;1
5;;0;CUT;0;0;;;CUT;160128;1
6;;0;CUT;0;0;;;CUT;160128;1
7;;0;CUT;0;0;;;CUT;160128;1
8;;0;CUT;0;0;;;CUT;160128;1
9;;0;CUT;0;0;;;CUT;160128;1
10;;0;CUT;0;0;;;CUT;160128;1
11;;0;CUT;0;0;;;CUT;160128;1
12;;0;CUT;0;0;;;CUT;160128;1
1;23 pts;2;52;2;23;CAP+6;CAP+6;52;858387;1
2;8 pts;12;67;1;8;09:15,4;09:15,4;67;858387;1
3;;0;CUT;0;0;;;CUT;858387;1
4;;0;CUT;0;0;;;CUT;858387;1
5;;0;CUT;0;0;;;CUT;858387;1
6;;0;CUT;0;0;;;CUT;858387;1
7;;0;CUT;0;0;;;CUT;858387;1
8;;0;CUT;0;0;;;CUT;858387;1
9;;0;CUT;0;0;;;CUT;858387;1
10;;0;CUT;0;0;;;CUT;858387;1
11;;0;CUT;0;0;;;CUT;858387;1
12;;0;CUT;0;0;;;CUT;858387;1
1;16 pts;5;59;2;16;CAP+8;CAP+8;59;849478;1
2;15 pts;9;60;1;15;08:24,8;08:24,8;60;849478;1
3;;0;CUT;0;0;;;CUT;849478;1
4;;0;CUT;0;0;;;CUT;849478;1
5;;0;CUT;0;0;;;CUT;849478;1
6;;0;CUT;0;0;;;CUT;849478;1
7;;0;CUT;0;0;;;CUT;849478;1
8;;0;CUT;0;0;;;CUT;849478;1
9;;0;CUT;0;0;;;CUT;849478;1
10;;0;CUT;0;0;;;CUT;849478;1
11;;0;CUT;0;0;;;CUT;849478;1
12;;0;CUT;0;0;;;CUT;849478;1
1;2 pts;47;73;2;2;CAP+11;CAP+11;73;315266;1
2;23 pts;2;52;1;23;07:52,8;07:52,8;52;315266;1
3;;0;CUT;0;0;;;CUT;315266;1
4;;0;CUT;0;0;;;CUT;315266;1
5;;0;CUT;0;0;;;CUT;315266;1
6;;0;CUT;0;0;;;CUT;315266;1
7;;0;CUT;0;0;;;CUT;315266;1
8;;0;CUT;0;0;;;CUT;315266;1
9;;0;CUT;0;0;;;CUT;315266;1
10;;0;CUT;0;0;;;CUT;315266;1
11;;0;CUT;0;0;;;CUT;315266;1
12;;0;CUT;0;0;;;CUT;315266;1
1;19 pts;28;56;2;19;CAP+8;CAP+8;56;270266;1
2;5 pts;0;70;0;5;09:57,0;09:57,0;70;270266;1
3;;0;CUT;0;0;;;CUT;270266;1
4;;0;CUT;0;0;;;CUT;270266;1
5;;0;CUT;0;0;;;CUT;270266;1
6;;0;CUT;0;0;;;CUT;270266;1
7;;0;CUT;0;0;;;CUT;270266;1
8;;0;CUT;0;0;;;CUT;270266;1
9;;0;CUT;0;0;;;CUT;270266;1
10;;0;CUT;0;0;;;CUT;270266;1
11;;0;CUT;0;0;;;CUT;270266;1
12;;0;CUT;0;0;;;CUT;270266;1
1;11 pts;41;64;2;11;CAP+8;CAP+8;64;423302;1
2;12 pts;34;63;1;12;08:50,0;08:50,0;63;423302;1
3;;0;CUT;0;0;;;CUT;423302;1
4;;0;CUT;0;0;;;CUT;423302;1
5;;0;CUT;0;0;;;CUT;423302;1
6;;0;CUT;0;0;;;CUT;423302;1
7;;0;CUT;0;0;;;CUT;423302;1
8;;0;CUT;0;0;;;CUT;423302;1
9;;0;CUT;0;0;;;CUT;423302;1
10;;0;CUT;0;0;;;CUT;423302;1
11;;0;CUT;0;0;;;CUT;423302;1
12;;0;CUT;0;0;;;CUT;423302;1
1;18 pts;22;57;1;18;CAP+8;CAP+8;57;1692338;1
2;2 pts;10;73T;1;2;CAP+2;CAP+2;73T;1692338;1
3;;0;CUT;0;0;;;CUT;1692338;1
4;;0;CUT;0;0;;;CUT;1692338;1
5;;0;CUT;0;0;;;CUT;1692338;1
6;;0;CUT;0;0;;;CUT;1692338;1
7;;0;CUT;0;0;;;CUT;1692338;1
8;;0;CUT;0;0;;;CUT;1692338;1
9;;0;CUT;0;0;;;CUT;1692338;1
10;;0;CUT;0;0;;;CUT;1692338;1
11;;0;CUT;0;0;;;CUT;1692338;1
12;;0;CUT;0;0;;;CUT;1692338;1
1;4 pts;32;71;2;4;CAP+9;CAP+9;71;275390;1
2;14 pts;3;61;1;14;08:30,1;08:30,1;61;275390;1
3;;0;CUT;0;0;;;CUT;275390;1
4;;0;CUT;0;0;;;CUT;275390;1
5;;0;CUT;0;0;;;CUT;275390;1
6;;0;CUT;0;0;;;CUT;275390;1
7;;0;CUT;0;0;;;CUT;275390;1
8;;0;CUT;0;0;;;CUT;275390;1
9;;0;CUT;0;0;;;CUT;275390;1
10;;0;CUT;0;0;;;CUT;275390;1
11;;0;CUT;0;0;;;CUT;275390;1
12;;0;CUT;0;0;;;CUT;275390;1
1;7 pts;14;68;2;7;CAP+9;CAP+9;68;470906;1
2;11 pts;36;64;1;11;08:57,1;08:57,1;64;470906;1
3;;0;CUT;0;0;;;CUT;470906;1
4;;0;CUT;0;0;;;CUT;470906;1
5;;0;CUT;0;0;;;CUT;470906;1
6;;0;CUT;0;0;;;CUT;470906;1
7;;0;CUT;0;0;;;CUT;470906;1
8;;0;CUT;0;0;;;CUT;470906;1
9;;0;CUT;0;0;;;CUT;470906;1
10;;0;CUT;0;0;;;CUT;470906;1
11;;0;CUT;0;0;;;CUT;470906;1
12;;0;CUT;0;0;;;CUT;470906;1
1;6 pts;46;69;2;6;CAP+9;CAP+9;69;667464;1
2;10 pts;4;65;1;10;09:06,0;09:06,0;65;667464;1
3;;0;CUT;0;0;;;CUT;667464;1
4;;0;CUT;0;0;;;CUT;667464;1
5;;0;CUT;0;0;;;CUT;667464;1
6;;0;CUT;0;0;;;CUT;667464;1
7;;0;CUT;0;0;;;CUT;667464;1
8;;0;CUT;0;0;;;CUT;667464;1
9;;0;CUT;0;0;;;CUT;667464;1
10;;0;CUT;0;0;;;CUT;667464;1
11;;0;CUT;0;0;;;CUT;667464;1
12;;0;CUT;0;0;;;CUT;667464;1
1;9 pts;45;66;2;9;CAP+9;CAP+9;66;1076087;1
2;4 pts;35;71T;1;4;CAP+1;CAP+1;71T;1076087;1
3;;0;CUT;0;0;;;CUT;1076087;1
4;;0;CUT;0;0;;;CUT;1076087;1
5;;0;CUT;0;0;;;CUT;1076087;1
6;;0;CUT;0;0;;;CUT;1076087;1
7;;0;CUT;0;0;;;CUT;1076087;1
8;;0;CUT;0;0;;;CUT;1076087;1
9;;0;CUT;0;0;;;CUT;1076087;1
10;;0;CUT;0;0;;;CUT;1076087;1
11;;0;CUT;0;0;;;CUT;1076087;1
12;;0;CUT;0;0;;;CUT;1076087;1
1;0 pts;37;75;2;0;CAP+11;CAP+11;75;1178252;1
2;7 pts;1;68;1;7;09:28,1;09:28,1;68;1178252;1
3;;0;CUT;0;0;;;CUT;1178252;1
4;;0;CUT;0;0;;;CUT;1178252;1
5;;0;CUT;0;0;;;CUT;1178252;1
6;;0;CUT;0;0;;;CUT;1178252;1
7;;0;CUT;0;0;;;CUT;1178252;1
8;;0;CUT;0;0;;;CUT;1178252;1
9;;0;CUT;0;0;;;CUT;1178252;1
10;;0;CUT;0;0;;;CUT;1178252;1
11;;0;CUT;0;0;;;CUT;1178252;1
12;;0;CUT;0;0;;;CUT;1178252;1
1;-1 pts;18;76;1;-1;CAP+11;CAP+11;76;844066;1
2;4 pts;40;71T;1;4;CAP+1;CAP+1;71T;844066;1
3;;0;CUT;0;0;;;CUT;844066;1
4;;0;CUT;0;0;;;CUT;844066;1
5;;0;CUT;0;0;;;CUT;844066;1
6;;0;CUT;0;0;;;CUT;844066;1
7;;0;CUT;0;0;;;CUT;844066;1
8;;0;CUT;0;0;;;CUT;844066;1
9;;0;CUT;0;0;;;CUT;844066;1
10;;0;CUT;0;0;;;CUT;844066;1
11;;0;CUT;0;0;;;CUT;844066;1
12;;0;CUT;0;0;;;CUT;844066;1
1;1 pts;25;74;1;1;CAP+11;CAP+11;74;105253;1
2;2 pts;39;73T;1;2;CAP+2;CAP+2;73T;105253;1
3;;0;CUT;0;0;;;CUT;105253;1
4;;0;CUT;0;0;;;CUT;105253;1
5;;0;CUT;0;0;;;CUT;105253;1
6;;0;CUT;0;0;;;CUT;105253;1
7;;0;CUT;0;0;;;CUT;105253;1
8;;0;CUT;0;0;;;CUT;105253;1
9;;0;CUT;0;0;;;CUT;105253;1
10;;0;CUT;0;0;;;CUT;105253;1
11;;0;CUT;0;0;;;CUT;105253;1
12;;0;CUT;0;0;;;CUT;105253;1
1;-2 pts;28;77;1;-2;CAP+11;CAP+11;77;703126;1
2;;0;CUT;0;0;;;CUT;703126;1
3;;0;CUT;0;0;;;CUT;703126;1
4;;0;CUT;0;0;;;CUT;703126;1
5;;0;CUT;0;0;;;CUT;703126;1
6;;0;CUT;0;0;;;CUT;703126;1
7;;0;CUT;0;0;;;CUT;703126;1
8;;0;CUT;0;0;;;CUT;703126;1
9;;0;CUT;0;0;;;CUT;703126;1
10;;0;CUT;0;0;;;CUT;703126;1
11;;0;CUT;0;0;;;CUT;703126;1
12;;0;CUT;0;0;;;CUT;703126;1
1;-3 pts;49;78;2;-3;CAP+11;CAP+11;78;683220;1
2;;0;CUT;0;0;;;CUT;683220;1
3;;0;CUT;0;0;;;CUT;683220;1
4;;0;CUT;0;0;;;CUT;683220;1
5;;0;CUT;0;0;;;CUT;683220;1
6;;0;CUT;0;0;;;CUT;683220;1
7;;0;CUT;0;0;;;CUT;683220;1
8;;0;CUT;0;0;;;CUT;683220;1
9;;0;CUT;0;0;;;CUT;683220;1
10;;0;CUT;0;0;;;CUT;683220;1
11;;0;CUT;0;0;;;CUT;683220;1
12;;0;CUT;0;0;;;CUT;683220;1
1;-4 pts;42;79;2;-4;CAP+11;CAP+11;79;213806;1
2;;0;CUT;0;0;;;CUT;213806;1
3;;0;CUT;0;0;;;CUT;213806;1
4;;0;CUT;0;0;;;CUT;213806;1
5;;0;CUT;0;0;;;CUT;213806;1
6;;0;CUT;0;0;;;CUT;213806;1
7;;0;CUT;0;0;;;CUT;213806;1
8;;0;CUT;0;0;;;CUT;213806;1
9;;0;CUT;0;0;;;CUT;213806;1
10;;0;CUT;0;0;;;CUT;213806;1
11;;0;CUT;0;0;;;CUT;213806;1
12;;0;CUT;0;0;;;CUT;213806;1
1;-5 pts;36;80;1;-5;CAP+11;CAP+11;80;1523179;1
2;;0;CUT;0;0;;;CUT;1523179;1
3;;0;CUT;0;0;;;CUT;1523179;1
4;;0;CUT;0;0;;;CUT;1523179;1
5;;0;CUT;0;0;;;CUT;1523179;1
6;;0;CUT;0;0;;;CUT;1523179;1
7;;0;CUT;0;0;;;CUT;1523179;1
8;;0;CUT;0;0;;;CUT;1523179;1
9;;0;CUT;0;0;;;CUT;1523179;1
10;;0;CUT;0;0;;;CUT;1523179;1
11;;0;CUT;0;0;;;CUT;1523179;1
12;;0;CUT;0;0;;;CUT;1523179;1
1;-6 pts;13;81;2;-6;CAP+11;CAP+11;81;233855;1
2;;0;CUT;0;0;;;CUT;233855;1
3;;0;CUT;0;0;;;CUT;233855;1
4;;0;CUT;0;0;;;CUT;233855;1
5;;0;CUT;0;0;;;CUT;233855;1
6;;0;CUT;0;0;;;CUT;233855;1
7;;0;CUT;0;0;;;CUT;233855;1
8;;0;CUT;0;0;;;CUT;233855;1
9;;0;CUT;0;0;;;CUT;233855;1
10;;0;CUT;0;0;;;CUT;233855;1
11;;0;CUT;0;0;;;CUT;233855;1
12;;0;CUT;0;0;;;CUT;233855;1
1;-7 pts;29;82;1;-7;CAP+11;CAP+11;82;256607;1
2;;0;CUT;0;0;;;CUT;256607;1
3;;0;CUT;0;0;;;CUT;256607;1
4;;0;CUT;0;0;;;CUT;256607;1
5;;0;CUT;0;0;;;CUT;256607;1
6;;0;CUT;0;0;;;CUT;256607;1
7;;0;CUT;0;0;;;CUT;256607;1
8;;0;CUT;0;0;;;CUT;256607;1
9;;0;CUT;0;0;;;CUT;256607;1
10;;0;CUT;0;0;;;CUT;256607;1
11;;0;CUT;0;0;;;CUT;256607;1
12;;0;CUT;0;0;;;CUT;256607;1
1;-8 pts;21;83;2;-8;CAP+11;CAP+11;83;93473;1
2;;0;CUT;0;0;;;CUT;93473;1
3;;0;CUT;0;0;;;CUT;93473;1
4;;0;CUT;0;0;;;CUT;93473;1
5;;0;CUT;0;0;;;CUT;93473;1
6;;0;CUT;0;0;;;CUT;93473;1
7;;0;CUT;0;0;;;CUT;93473;1
8;;0;CUT;0;0;;;CUT;93473;1
9;;0;CUT;0;0;;;CUT;93473;1
10;;0;CUT;0;0;;;CUT;93473;1
11;;0;CUT;0;0;;;CUT;93473;1
12;;0;CUT;0;0;;;CUT;93473;1
1;-9 pts;23;84;1;-9;CAP+11;CAP+11;84;191624;1
2;;0;CUT;0;0;;;CUT;191624;1
3;;0;CUT;0;0;;;CUT;191624;1
4;;0;CUT;0;0;;;CUT;191624;1
5;;0;CUT;0;0;;;CUT;191624;1
6;;0;CUT;0;0;;;CUT;191624;1
7;;0;CUT;0;0;;;CUT;191624;1
8;;0;CUT;0;0;;;CUT;191624;1
9;;0;CUT;0;0;;;CUT;191624;1
10;;0;CUT;0;0;;;CUT;191624;1
11;;0;CUT;0;0;;;CUT;191624;1
12;;0;CUT;0;0;;;CUT;191624;1
1;-10 pts;28;85;3;-10;CAP+11;CAP+11;85;308712;1
2;;0;CUT;0;0;;;CUT;308712;1
3;;0;CUT;0;0;;;CUT;308712;1
4;;0;CUT;0;0;;;CUT;308712;1
5;;0;CUT;0;0;;;CUT;308712;1
6;;0;CUT;0;0;;;CUT;308712;1
7;;0;CUT;0;0;;;CUT;308712;1
8;;0;CUT;0;0;;;CUT;308712;1
9;;0;CUT;0;0;;;CUT;308712;1
10;;0;CUT;0;0;;;CUT;308712;1
